CUSTOMER_ID,FULL_NAME,DOB,CITY,RISK_RATING,AML_SCORE,KYC_LEVEL
C07254,Huynh Xuan Anh,1997-12-26,Quang Ninh,LOW,12,FULL
C07255,Vo Duc Anh,1967-09-15,Ho Chi Minh,LOW,16,PARTIAL
C07256,Huynh Van Binh,1966-06-03,Ha Noi,LOW,76,FULL
C07257,Le Thi Phuc,1977-12-03,Quang Ninh,LOW,74,FULL
C07258,Ho Gia An,1992-12-27,Ha Noi,LOW,61,PARTIAL
C07259,Nguyen Huu Vy,1980-08-10,Hue,LOW,76,FULL
C07260,Do Khanh Tung,2005-09-12,Vung Tau,LOW,49,PARTIAL
C07261,Huynh Huu Nhung,1979-04-23,Da Nang,MEDIUM,64,FULL
C07262,Ngo Gia An,1971-09-14,Hue,HIGH,39,FULL
C07263,Bui Minh Bao,1999-08-22,Hue,HIGH,68,FULL
C07264,Vo Ngoc Tung,1967-03-30,Hai Phong,MEDIUM,56,FULL
C07265,Phan Xuan Tung,1987-10-05,Ha Noi,LOW,34,PARTIAL
C07266,Ngo Duc Nhung,1986-05-30,Can Tho,HIGH,36,FULL
C07267,Pham Xuan Son,1973-07-13,Ha Noi,LOW,80,FULL
C07268,Huynh Hoang Hoang,1971-09-16,Can Tho,LOW,75,FULL
C07269,Tran Hoang Huy,1999-11-13,Can Tho,LOW,53,FULL
C07270,Do Ngoc Long,1995-11-15,Ha Noi,LOW,90,PARTIAL
C07271,Hoang Thi Trang,2000-10-01,Ha Noi,LOW,5,FULL
C07272,Ngo Ngoc Bao,1979-10-24,Hai Phong,LOW,5,FULL
C07273,Do Hai Binh,1972-04-25,Hai Phong,LOW,12,FULL
C07274,Do Xuan Anh,1981-03-07,Da Nang,LOW,89,FULL
C07275,Vo Xuan Tung,1999-05-20,Vung Tau,MEDIUM,72,FULL
C07276,Do Quoc Nam,1969-05-06,Nha Trang,LOW,47,FULL
C07277,Ho Tuan Trang,1993-10-08,Dong Nai,LOW,58,FULL
C07278,Huynh Khanh An,2000-01-06,Hai Phong,LOW,13,FULL
C07279,Phan Thu Nhung,1997-06-27,Hue,LOW,8,FULL
C07280,Duong Xuan Khang,1965-10-01,Can Tho,HIGH,20,FULL
C07281,Ho Thu Nam,1989-10-06,Vung Tau,MEDIUM,80,FULL
C07282,Vu Tuan Trang,1978-01-13,Hai Phong,HIGH,69,FULL
C07283,Hoang Xuan Huy,1961-12-19,Quang Ninh,LOW,56,FULL
C07284,Ngo Xuan Phuc,1983-11-09,Hue,LOW,44,FULL
C07285,Dang Van Tung,1991-03-27,Da Nang,MEDIUM,54,FULL
C07286,Huynh Ngoc Long,1973-08-17,Ha Noi,LOW,38,FULL
C07287,Dang Huu Nhung,1967-04-09,Hai Phong,MEDIUM,32,FULL
C07288,Hoang Minh Lan,1987-01-22,Da Nang,LOW,20,FULL
C07289,Phan Ngoc Lan,1970-05-27,Quang Ninh,LOW,78,FULL
C07290,Ho Van Trang,1988-11-19,Dong Nai,HIGH,73,PARTIAL
C07291,Pham Huu Kiet,1977-01-13,Hue,LOW,60,FULL
C07292,Dang Gia Hoang,1980-11-07,Nha Trang,LOW,94,FULL
C07293,Ngo Thu Dat,1966-02-27,Nha Trang,LOW,15,FULL
C07294,Tran Thanh Binh,1974-04-06,Ha Noi,MEDIUM,49,FULL
C07295,Hoang Hai Tung,1982-10-23,Hue,MEDIUM,43,FULL
C07296,Vu Minh Son,1961-04-18,Da Nang,HIGH,77,FULL
C07297,Huynh Thanh Phuc,2004-02-01,Quang Ninh,LOW,48,FULL
C07298,Vo Huu Phuc,1975-09-08,Vung Tau,LOW,7,FULL
C07299,Vu Ngoc Huy,1966-07-10,Dong Nai,LOW,95,FULL
C07300,Huynh Duc An,1996-02-17,Dong Nai,MEDIUM,19,FULL
C07301,Nguyen Tuan Binh,1965-11-05,Hai Phong,HIGH,10,FULL
C07302,Tran Xuan Binh,1994-07-14,Can Tho,LOW,28,FULL
C07303,Duong Thanh Hoang,1963-10-10,Quang Ninh,MEDIUM,89,FULL
C07304,Le Huu Trang,1969-06-21,Ha Noi,MEDIUM,66,FULL
C07305,Bui Van Son,1994-05-08,Ho Chi Minh,MEDIUM,28,FULL
C07306,Hoang Thu Long,1981-01-28,Nha Trang,LOW,7,PARTIAL
C07307,Do Quoc Phuc,2000-06-28,Ho Chi Minh,LOW,19,FULL
C07308,Tran Minh Phuc,1962-03-14,Nha Trang,LOW,68,FULL
C07309,Hoang Thu Bao,2001-08-14,Ho Chi Minh,HIGH,7,FULL
C07310,Nguyen Duc Nhung,1977-09-23,Can Tho,LOW,74,FULL
C07311,Bui Hoang Khang,1999-12-23,Da Nang,LOW,18,FULL
C07312,Pham Hoang Son,1969-05-18,Nha Trang,LOW,89,FULL
C07313,Pham Van Long,1991-04-25,Dong Nai,LOW,46,FULL
C07314,Do Minh Nam,1979-10-29,Hue,MEDIUM,79,PARTIAL
C07315,Ho Van Anh,1974-11-17,Hai Phong,LOW,38,PARTIAL
C07316,Vu Khanh Khang,1996-09-19,Ha Noi,MEDIUM,72,FULL
C07317,Ngo Ngoc Long,1998-03-04,Ha Noi,LOW,80,FULL
C07318,Huynh Tuan Anh,2005-03-18,Hai Phong,MEDIUM,78,FULL
C07319,Duong Ngoc Son,1972-05-30,Dong Nai,LOW,48,PARTIAL
C07320,Ho Tuan An,1964-05-16,Hue,HIGH,95,FULL
C07321,Le Tuan Nam,1969-04-15,Hai Phong,LOW,21,FULL
C07322,Vu Duc Khoa,1977-12-20,Hai Phong,LOW,24,FULL
C07323,Vu Hoang Bao,1979-05-15,Nha Trang,LOW,76,FULL
C07324,Duong Hoang Long,2002-02-02,Ho Chi Minh,LOW,74,FULL
C07325,Dang Khanh Khoa,1999-11-11,Quang Ninh,HIGH,33,FULL
C07326,Ngo Quoc Son,1962-02-01,Dong Nai,LOW,95,FULL
C07327,Vo Thanh An,2001-01-26,Quang Ninh,LOW,23,FULL
C07328,Duong Van Linh,1976-07-24,Nha Trang,LOW,89,FULL
C07329,Ho Tuan Khoa,1993-11-23,Quang Ninh,LOW,52,FULL
C07330,Phan Hai Phuc,1964-10-06,Vung Tau,LOW,9,PARTIAL
C07331,Tran Hai Linh,1998-12-15,Vung Tau,LOW,65,FULL
C07332,Pham Hoang Phuc,1987-09-23,Ho Chi Minh,LOW,75,PARTIAL
C07333,Le Hoang Nam,1991-05-11,Quang Ninh,LOW,38,FULL
C07334,Phan Thi Lan,2004-04-08,Quang Ninh,LOW,73,FULL
C07335,Vo Thu Linh,1984-01-28,Can Tho,LOW,62,FULL
C07336,Hoang Van Lan,2003-01-08,Ho Chi Minh,MEDIUM,8,PARTIAL
C07337,Dang Thu Tung,1995-02-07,Can Tho,HIGH,83,FULL
C07338,Le Quoc Dat,1961-10-18,Dong Nai,LOW,41,FULL
C07339,Vo Hoang Nhung,2000-08-31,Can Tho,LOW,82,FULL
C07340,Vu Gia Dat,1966-09-27,Quang Ninh,MEDIUM,85,FULL
C07341,Ngo Hai Khoa,1973-10-24,Dong Nai,LOW,78,FULL
C07342,Vo Thu Khang,1971-03-09,Can Tho,MEDIUM,59,FULL
C07343,Pham Huu Kiet,1973-09-07,Hai Phong,HIGH,61,FULL
C07344,Nguyen Ngoc Dat,1971-07-01,Ho Chi Minh,MEDIUM,61,FULL
C07345,Tran Hai Lan,1976-09-25,Hai Phong,MEDIUM,43,FULL
C07346,Dang Tuan Vy,2001-01-05,Ho Chi Minh,LOW,18,FULL
C07347,Vu Ngoc Kiet,1990-07-03,Da Nang,LOW,37,PARTIAL
C07348,Duong Minh Linh,2004-08-13,Dong Nai,HIGH,31,FULL
C07349,Vu Khanh Khang,1978-12-08,Hue,LOW,48,FULL
C07350,Hoang Huu Huy,1983-10-02,Dong Nai,LOW,9,FULL
C07351,Ngo Duc Son,1964-01-07,Vung Tau,LOW,21,PARTIAL
C07352,Huynh Minh Dat,1973-08-12,Ha Noi,LOW,62,FULL
C07353,Dang Van Lan,1981-10-16,Hue,MEDIUM,76,FULL
C07354,Le Duc Nhung,1965-03-05,Hue,LOW,53,FULL
C07355,Hoang Hai Tung,1978-11-13,Hai Phong,LOW,54,PARTIAL
C07356,Bui Xuan Dat,1963-02-08,Hue,LOW,73,FULL
C07357,Huynh Xuan Tung,1985-09-18,Nha Trang,LOW,21,FULL
C07358,Nguyen Hoang Tung,1960-10-09,Vung Tau,LOW,7,FULL
C07359,Pham Huu Tung,1983-04-29,Ha Noi,LOW,21,FULL
C07360,Huynh Tuan Linh,2003-01-24,Nha Trang,LOW,73,FULL
C07361,Ngo Van Trang,1999-05-03,Vung Tau,LOW,83,FULL
C07362,Dang Van Tung,1992-12-21,Ho Chi Minh,LOW,10,PARTIAL
C07363,Hoang Thi Lan,1966-03-23,Nha Trang,LOW,89,FULL
C07364,Dang Tuan Linh,1967-12-31,Hue,HIGH,24,PARTIAL
C07365,Bui Van Trang,1991-01-06,Ho Chi Minh,LOW,17,FULL
C07366,Tran Thanh Nhung,1995-10-24,Hue,LOW,21,FULL
C07367,Ho Khanh Lan,1960-04-14,Vung Tau,LOW,7,FULL
C07368,Phan Thi Vy,1960-01-26,Nha Trang,LOW,5,FULL
C07369,Nguyen Ngoc Khoa,1982-01-01,Dong Nai,LOW,62,PARTIAL
C07370,Duong Thi Binh,1990-07-04,Ho Chi Minh,LOW,42,FULL
C07371,Nguyen Minh Dat,1996-06-27,Hue,LOW,89,FULL
C07372,Dang Duc Nhung,1981-04-05,Dong Nai,LOW,74,FULL
C07373,Phan Thi Linh,1980-04-08,Ho Chi Minh,LOW,60,FULL
C07374,Nguyen Xuan Tung,1992-04-25,Can Tho,LOW,46,FULL
C07375,Bui Xuan Hoang,1997-05-15,Quang Ninh,LOW,10,FULL
C07376,Le Thu Khoa,2005-01-06,Ho Chi Minh,LOW,91,FULL
C07377,Ngo Thanh Trang,1983-01-30,Ha Noi,LOW,48,FULL
C07378,Phan Van Binh,1998-06-03,Can Tho,MEDIUM,33,FULL
C07379,Tran Tuan Nhung,1997-05-04,Da Nang,LOW,72,FULL
C07380,Huynh Van Dat,1994-08-20,Ha Noi,LOW,13,FULL
C07381,Huynh Hoang Dat,1966-10-11,Vung Tau,LOW,63,FULL
C07382,Ho Xuan Anh,1968-02-24,Ha Noi,LOW,64,FULL
C07383,Huynh Thanh Linh,1965-11-28,Hue,LOW,16,FULL
C07384,Do Gia Vy,1972-12-25,Quang Ninh,LOW,79,FULL
C07385,Le Thi Trang,1972-02-15,Dong Nai,LOW,48,FULL
C07386,Tran Thu Lan,1984-12-17,Ho Chi Minh,HIGH,55,FULL
C07387,Nguyen Xuan Binh,1969-01-05,Dong Nai,HIGH,68,FULL
C07388,Phan Thanh Linh,1962-09-16,Ho Chi Minh,LOW,87,PARTIAL
C07389,Ho Thu Anh,1964-02-29,Hai Phong,MEDIUM,12,FULL
C07390,Hoang Van Anh,1980-10-26,Quang Ninh,LOW,6,FULL
C07391,Phan Duc Son,1988-02-23,Hue,LOW,94,FULL
C07392,Phan Khanh Bao,1971-03-02,Da Nang,LOW,64,FULL
C07393,Bui Xuan Bao,1980-10-07,Vung Tau,LOW,23,FULL
C07394,Vu Duc Long,1998-05-25,Dong Nai,LOW,56,FULL
C07395,Vu Van Long,1992-05-27,Quang Ninh,LOW,55,PARTIAL
C07396,Dang Hai Hoang,1998-11-07,Nha Trang,LOW,86,FULL
C07397,Ho Tuan Phuc,1975-12-22,Ha Noi,LOW,50,FULL
C07398,Duong Hai Son,1982-12-30,Quang Ninh,LOW,16,FULL
C07399,Le Tuan Trang,1992-04-15,Ha Noi,LOW,57,FULL
C07400,Ho Minh Anh,1971-12-30,Ha Noi,LOW,57,FULL
C07401,Do Thi Hoang,1993-11-22,Quang Ninh,LOW,34,FULL
C07402,Tran Huu Kiet,1964-11-12,Hue,LOW,89,PARTIAL
C07403,Tran Gia An,1981-07-19,Ho Chi Minh,HIGH,54,FULL
C07404,Huynh Hai Dat,1980-12-04,Hai Phong,LOW,84,FULL
C07405,Huynh Tuan Lan,1968-06-02,Hue,LOW,13,FULL
C07406,Le Thi Nam,1963-06-09,Hai Phong,LOW,60,FULL
C07407,Vu Khanh Bao,1961-08-06,Dong Nai,LOW,30,FULL
C07408,Hoang Quoc Khang,1974-08-13,Ho Chi Minh,LOW,26,FULL
C07409,Le Duc Hoang,1972-10-09,Ha Noi,LOW,80,FULL
C07410,Dang Thanh Kiet,1995-05-25,Da Nang,LOW,19,FULL
C07411,Huynh Thi Khang,2005-10-15,Nha Trang,LOW,74,FULL
C07412,Hoang Thi Long,2005-04-15,Ha Noi,LOW,21,FULL
C07413,Duong Huu Hoang,1989-03-11,Ha Noi,LOW,55,FULL
C07414,Le Minh Binh,1979-07-09,Nha Trang,LOW,25,FULL
C07415,Vo Xuan Khoa,1971-07-31,Hue,LOW,60,PARTIAL
C07416,Pham Hoang Lan,2004-01-01,Dong Nai,LOW,9,FULL
C07417,Dang Xuan Tung,1996-03-03,Hue,LOW,30,FULL
C07418,Dang Hai Hoang,1996-01-29,Ha Noi,LOW,42,FULL
C07419,Le Van Huy,1993-12-27,Ha Noi,LOW,50,FULL
C07420,Hoang Gia Dat,2002-11-08,Dong Nai,MEDIUM,91,FULL
C07421,Bui Van Hoang,1963-02-14,Ho Chi Minh,HIGH,7,FULL
C07422,Bui Ngoc Dat,1966-02-19,Hai Phong,MEDIUM,30,PARTIAL
C07423,Huynh Van Long,1973-09-08,Hue,LOW,90,FULL
C07424,Dang Gia Trang,1978-07-05,Hai Phong,LOW,13,FULL
C07425,Duong Quoc Vy,1982-08-26,Can Tho,LOW,76,FULL
C07426,Huynh Thu Dat,1989-06-15,Quang Ninh,MEDIUM,59,PARTIAL
C07427,Phan Khanh Vy,1974-12-12,Hai Phong,LOW,81,PARTIAL
C07428,Pham Xuan Long,1960-02-29,Da Nang,HIGH,75,FULL
C07429,Vu Khanh Dat,1998-11-26,Vung Tau,LOW,15,FULL
C07430,Tran Tuan Long,1997-11-25,Can Tho,MEDIUM,18,FULL
C07431,Ngo Duc Lan,1998-02-21,Dong Nai,MEDIUM,32,FULL
C07432,Bui Van Binh,1988-10-13,Ho Chi Minh,LOW,64,FULL
C07433,Bui Tuan An,1988-01-12,Ha Noi,HIGH,76,FULL
C07434,Vu Gia Nhung,1971-07-20,Vung Tau,MEDIUM,42,FULL
C07435,Dang Khanh Hoang,2004-10-26,Quang Ninh,MEDIUM,47,FULL
C07436,Do Xuan Khoa,2005-07-14,Hai Phong,LOW,38,FULL
C07437,Huynh Thanh Khoa,1982-02-10,Can Tho,MEDIUM,85,FULL
C07438,Do Thi Khoa,2003-10-26,Ho Chi Minh,LOW,6,FULL
C07439,Ho Thanh Kiet,2002-09-03,Hai Phong,MEDIUM,18,FULL
C07440,Phan Ngoc Kiet,1985-02-10,Hai Phong,MEDIUM,51,FULL
C07441,Hoang Minh Binh,1971-01-02,Da Nang,LOW,49,PARTIAL
C07442,Pham Ngoc Nhung,1975-12-09,Ha Noi,LOW,72,PARTIAL
C07443,Do Thu Nhung,2005-06-09,Nha Trang,LOW,11,PARTIAL
C07444,Huynh Gia Bao,1972-01-03,Nha Trang,LOW,87,FULL
C07445,Vu Khanh Trang,1999-10-20,Quang Ninh,LOW,55,FULL
C07446,Nguyen Van An,1976-12-01,Ha Noi,MEDIUM,94,FULL
C07447,Tran Ngoc Son,1981-08-14,Hai Phong,LOW,60,FULL
C07448,Le Thi Huy,1997-05-29,Quang Ninh,LOW,25,FULL
C07449,Duong Xuan Vy,1990-01-07,Hue,LOW,36,FULL
C07450,Ngo Tuan Bao,1996-08-22,Nha Trang,MEDIUM,84,FULL
C07451,Bui Ngoc Son,1975-07-16,Dong Nai,LOW,71,FULL
C07452,Vu Quoc Kiet,1990-11-29,Vung Tau,HIGH,82,FULL
C07453,Ho Xuan Phuc,1979-11-02,Hue,MEDIUM,49,FULL
C07454,Hoang Xuan Khoa,1999-11-14,Da Nang,MEDIUM,26,FULL
C07455,Tran Gia Trang,1984-02-12,Quang Ninh,LOW,79,FULL
C07456,Tran Quoc Nam,1975-12-02,Quang Ninh,MEDIUM,49,FULL
C07457,Pham Minh Lan,2001-02-01,Vung Tau,LOW,18,FULL
C07458,Bui Duc Anh,1964-09-03,Vung Tau,LOW,79,FULL
C07459,Ngo Duc Tung,1982-12-26,Nha Trang,LOW,87,FULL
C07460,Tran Van Nhung,1992-09-05,Ho Chi Minh,LOW,45,PARTIAL
C07461,Dang Khanh Long,1971-01-10,Can Tho,MEDIUM,27,FULL
C07462,Hoang Thu Trang,1981-08-18,Hai Phong,MEDIUM,40,FULL
C07463,Le Tuan Vy,1977-04-16,Quang Ninh,LOW,33,PARTIAL
C07464,Ngo Duc Lan,1973-05-05,Ho Chi Minh,LOW,63,FULL
C07465,Dang Thu Dat,2000-05-12,Vung Tau,HIGH,52,FULL
C07466,Ngo Minh Phuc,2001-07-07,Hue,HIGH,14,PARTIAL
C07467,Duong Ngoc Lan,1996-11-10,Ho Chi Minh,LOW,89,FULL
C07468,Le Tuan Linh,1964-11-08,Hue,HIGH,64,FULL
C07469,Vo Quoc Trang,1998-10-15,Hue,LOW,24,FULL
C07470,Ngo Khanh Long,2005-03-26,Dong Nai,LOW,53,FULL
C07471,Le Minh Trang,1988-11-27,Can Tho,LOW,23,FULL
C07472,Vo Ngoc Khoa,1975-05-24,Ho Chi Minh,LOW,70,FULL
C07473,Huynh Tuan Vy,1980-03-21,Ha Noi,HIGH,28,FULL
C07474,Vo Quoc Linh,1986-12-06,Ha Noi,HIGH,82,FULL
C07475,Tran Xuan Bao,1989-05-18,Ho Chi Minh,MEDIUM,27,FULL
C07476,Huynh Huu Long,1999-09-17,Da Nang,LOW,93,FULL
C07477,Le Ngoc Huy,1985-10-16,Dong Nai,HIGH,56,FULL
C07478,Pham Hoang Trang,1981-06-01,Hai Phong,MEDIUM,24,PARTIAL
C07479,Pham Khanh Kiet,1975-06-30,Nha Trang,LOW,50,PARTIAL
C07480,Duong Xuan Phuc,1966-07-20,Da Nang,LOW,20,FULL
C07481,Do Van Trang,1998-03-14,Da Nang,LOW,76,FULL
C07482,Do Huu Huy,1993-04-05,Hai Phong,HIGH,45,FULL
C07483,Phan Minh Dat,1965-11-25,Dong Nai,LOW,16,PARTIAL
C07484,Ngo Ngoc Long,1973-07-14,Ho Chi Minh,LOW,39,FULL
C07485,Ho Ngoc Dat,1994-10-28,Vung Tau,LOW,44,FULL
C07486,Ngo Xuan Huy,1968-02-12,Hue,LOW,28,FULL
C07487,Tran Duc Binh,1975-05-01,Ho Chi Minh,LOW,60,FULL
C07488,Do Thi Binh,1996-05-24,Ha Noi,HIGH,91,FULL
C07489,Ngo Quoc Linh,2003-07-07,Hai Phong,LOW,76,PARTIAL
C07490,Vo Tuan Nam,1987-09-11,Can Tho,LOW,88,FULL
C07491,Phan Xuan Nam,1965-06-18,Hue,LOW,16,PARTIAL
C07492,Bui Duc Nhung,1969-12-23,Ha Noi,LOW,8,FULL
C07493,Duong Ngoc An,1973-08-16,Hai Phong,LOW,32,FULL
C07494,Vo Minh Dat,1960-12-18,Vung Tau,LOW,87,FULL
C07495,Vu Xuan Bao,1968-12-18,Ho Chi Minh,LOW,19,PARTIAL
C07496,Dang Xuan Bao,1978-05-30,Ha Noi,LOW,20,FULL
C07497,Tran Khanh Binh,1997-03-01,Hai Phong,LOW,82,FULL
C07498,Huynh Hai Lan,1989-06-30,Vung Tau,MEDIUM,59,FULL
C07499,Ngo Hai Tung,1965-10-17,Da Nang,LOW,32,FULL
C07500,Le Quoc Khang,1999-03-22,Da Nang,LOW,61,FULL
C07501,Ho Hai Phuc,1970-02-26,Can Tho,HIGH,6,FULL
C07502,Tran Tuan Binh,2001-07-25,Vung Tau,LOW,9,PARTIAL
C07503,Phan Khanh Vy,1966-06-02,Da Nang,HIGH,57,FULL
C07504,Phan Hai Lan,1978-07-01,Ha Noi,MEDIUM,57,FULL
C07505,Vu Tuan Hoang,1961-08-13,Hai Phong,LOW,77,FULL
C07506,Hoang Duc Son,1995-05-30,Da Nang,MEDIUM,35,FULL
C07507,Tran Gia Nhung,1976-10-30,Nha Trang,LOW,75,FULL
C07508,Do Thanh Son,1967-06-25,Quang Ninh,LOW,51,FULL
C07509,Tran Ngoc Linh,1984-07-13,Da Nang,LOW,78,FULL
C07510,Hoang Duc Khang,1984-11-12,Can Tho,HIGH,24,FULL
C07511,Huynh Thi Nhung,1989-07-16,Hue,LOW,71,FULL
C07512,Hoang Quoc Khoa,1966-01-29,Ho Chi Minh,LOW,64,FULL
C07513,Huynh Thanh An,1962-03-24,Ha Noi,LOW,18,FULL
C07514,Ho Thi Hoang,1984-01-31,Hai Phong,MEDIUM,36,FULL
C07515,Tran Huu Khoa,2001-02-28,Ho Chi Minh,MEDIUM,67,PARTIAL
C07516,Ngo Van Vy,1991-05-29,Quang Ninh,HIGH,62,PARTIAL
C07517,Ngo Huu Nhung,1979-10-31,Vung Tau,LOW,71,FULL
C07518,Tran Hai Nhung,1993-08-03,Da Nang,LOW,42,FULL
C07519,Le Thi An,1967-02-10,Can Tho,LOW,11,FULL
C07520,Dang Quoc Anh,1984-08-25,Hai Phong,MEDIUM,55,FULL
C07521,Phan Ngoc Linh,1960-04-06,Da Nang,LOW,76,FULL
C07522,Le Minh An,1961-11-22,Dong Nai,MEDIUM,93,FULL
C07523,Do Thi Phuc,1989-12-15,Can Tho,LOW,29,FULL
C07524,Le Thanh Anh,1989-12-24,Vung Tau,LOW,81,PARTIAL
C07525,Tran Tuan Khang,1987-10-31,Quang Ninh,MEDIUM,50,PARTIAL
C07526,Ngo Tuan Dat,1999-06-05,Dong Nai,LOW,66,FULL
C07527,Nguyen Khanh Bao,1978-09-22,Hue,LOW,30,FULL
C07528,Nguyen Thi Long,1975-08-28,Ha Noi,LOW,72,PARTIAL
C07529,Phan Xuan Dat,1964-03-27,Can Tho,LOW,28,FULL
C07530,Dang Thanh Trang,1961-06-10,Vung Tau,LOW,57,FULL
C07531,Dang Thi Anh,1978-12-28,Can Tho,MEDIUM,87,FULL
C07532,Phan Thi Long,1998-08-19,Dong Nai,MEDIUM,74,FULL
C07533,Huynh Duc Dat,1969-07-30,Ho Chi Minh,LOW,43,FULL
C07534,Dang Ngoc Long,2001-11-19,Quang Ninh,LOW,95,PARTIAL
C07535,Dang Xuan Kiet,1999-07-28,Da Nang,LOW,15,PARTIAL
C07536,Huynh Tuan Lan,2005-06-03,Hue,LOW,29,PARTIAL
C07537,Bui Van Huy,1984-08-20,Da Nang,LOW,14,FULL
C07538,Hoang Tuan Dat,1997-02-05,Nha Trang,LOW,51,FULL
C07539,Phan Ngoc Phuc,1986-12-23,Can Tho,LOW,86,FULL
C07540,Huynh Van Linh,1976-06-14,Nha Trang,MEDIUM,73,FULL
C07541,Ho Xuan Binh,1992-01-28,Dong Nai,LOW,84,FULL
C07542,Le Khanh Son,1998-09-09,Dong Nai,LOW,61,FULL
C07543,Le Quoc Phuc,1986-08-31,Hai Phong,LOW,71,FULL
C07544,Bui Thanh Tung,2004-11-10,Hai Phong,HIGH,75,FULL
C07545,Do Tuan Huy,1983-01-01,Da Nang,MEDIUM,20,FULL
C07546,Dang Thanh Vy,1967-02-01,Da Nang,LOW,7,FULL
C07547,Vu Hoang Anh,1974-10-23,Hue,LOW,23,PARTIAL
C07548,Huynh Van Huy,1979-06-10,Hai Phong,LOW,13,PARTIAL
C07549,Do Huu Khoa,1976-07-29,Vung Tau,LOW,50,FULL
C07550,Le Duc Hoang,1969-08-19,Hai Phong,LOW,82,FULL
C07551,Le Thanh Huy,1965-06-27,Hue,MEDIUM,71,FULL
C07552,Hoang Hoang Phuc,1969-11-15,Ho Chi Minh,LOW,95,FULL
C07553,Hoang Huu Nhung,1986-05-31,Da Nang,LOW,67,PARTIAL
C07554,Nguyen Xuan Nam,1963-09-13,Nha Trang,LOW,80,PARTIAL
C07555,Ngo Khanh Trang,2005-06-16,Hue,LOW,36,FULL
C07556,Le Tuan Lan,1972-10-22,Vung Tau,LOW,22,FULL
C07557,Nguyen Minh Bao,2000-11-27,Hai Phong,LOW,37,PARTIAL
C07558,Bui Xuan Anh,1997-08-01,Vung Tau,LOW,38,FULL
C07559,Ho Quoc Lan,1975-02-18,Ha Noi,LOW,41,FULL
C07560,Duong Thi Son,1990-03-28,Ho Chi Minh,MEDIUM,5,FULL
C07561,Hoang Hai Hoang,1980-08-11,Ho Chi Minh,MEDIUM,67,FULL
C07562,Tran Quoc Anh,1962-07-23,Hue,MEDIUM,42,FULL
C07563,Nguyen Hoang Binh,2001-10-20,Can Tho,LOW,41,FULL
C07564,Ngo Huu Binh,1978-01-29,Nha Trang,LOW,69,PARTIAL
C07565,Nguyen Ngoc Binh,2002-03-02,Quang Ninh,LOW,21,FULL
C07566,Ngo Ngoc Nhung,1978-05-17,Da Nang,LOW,71,FULL
C07567,Bui Tuan Khang,1981-04-02,Hai Phong,LOW,29,FULL
C07568,Vo Thi Linh,1991-09-26,Ho Chi Minh,LOW,24,FULL
C07569,Hoang Van An,1983-05-18,Ha Noi,LOW,90,FULL
C07570,Bui Thu Vy,1962-09-07,Ho Chi Minh,LOW,89,PARTIAL
C07571,Vo Hai Binh,1973-12-07,Quang Ninh,LOW,6,FULL
C07572,Duong Thu Anh,1981-11-06,Dong Nai,MEDIUM,81,FULL
C07573,Le Hoang Phuc,1988-03-25,Dong Nai,LOW,32,FULL
C07574,Ngo Thu Phuc,1967-02-02,Hue,LOW,61,PARTIAL
C07575,Huynh Van Bao,1981-07-07,Da Nang,LOW,68,FULL
C07576,Bui Khanh Lan,1993-03-05,Vung Tau,LOW,73,FULL
C07577,Ngo Tuan Khoa,1975-09-15,Ha Noi,LOW,21,PARTIAL
C07578,Ho Gia Linh,2003-12-07,Can Tho,LOW,62,PARTIAL
C07579,Pham Tuan Hoang,1969-10-07,Vung Tau,LOW,73,PARTIAL
C07580,Le Minh Long,1960-09-11,Vung Tau,LOW,52,FULL
C07581,Do Hoang Bao,1992-12-07,Hai Phong,MEDIUM,5,FULL
C07582,Tran Minh Bao,1996-04-06,Hue,LOW,89,FULL
C07583,Nguyen Tuan Kiet,1964-11-09,Can Tho,MEDIUM,22,FULL
C07584,Huynh Khanh Khang,1987-05-06,Da Nang,LOW,47,FULL
C07585,Nguyen Huu Vy,1967-03-17,Hue,MEDIUM,41,PARTIAL
C07586,Ngo Tuan Tung,1999-05-12,Hai Phong,LOW,36,FULL
C07587,Vu Tuan Khoa,2000-05-20,Hai Phong,MEDIUM,24,FULL
C07588,Vu Ngoc Khoa,2004-08-22,Ho Chi Minh,LOW,51,FULL
C07589,Pham Huu Khoa,1976-12-30,Dong Nai,HIGH,71,FULL
C07590,Ngo Xuan An,2000-04-22,Nha Trang,LOW,51,FULL
C07591,Vo Duc Dat,1997-01-04,Vung Tau,LOW,24,FULL
C07592,Pham Gia Vy,1994-03-19,Hai Phong,LOW,5,FULL
C07593,Nguyen Huu Nhung,1975-09-03,Vung Tau,LOW,94,FULL
C07594,Nguyen Huu Khang,1992-03-25,Ho Chi Minh,LOW,86,FULL
C07595,Le Thanh Binh,1975-06-08,Quang Ninh,HIGH,73,FULL
C07596,Huynh Thu Kiet,1973-12-29,Can Tho,LOW,72,FULL
C07597,Huynh Duc Nam,1976-07-22,Ho Chi Minh,HIGH,95,PARTIAL
C07598,Ho Thu Nam,1960-10-15,Vung Tau,LOW,5,FULL
C07599,Pham Ngoc Trang,1973-03-18,Can Tho,MEDIUM,92,FULL
C07600,Hoang Ngoc Binh,1990-03-06,Nha Trang,LOW,40,FULL
C07601,Nguyen Tuan Khang,1976-03-19,Da Nang,MEDIUM,64,FULL
C07602,Ngo Quoc Huy,1991-06-19,Quang Ninh,LOW,72,FULL
